word,topic,subtopic,subsubtopic,CEFR_level,word_class,link
hyrax,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/hyrax
ibex,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ibex
iguana,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/iguana
indigenous,Animals,Animals,animals_in_general,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/indigenous
jackal,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/jackal
jackrabbit,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/jackrabbit
jaguar,Animals,Animals,wild_mammals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/jaguar
jaw,Animals,Animals,parts_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/jaw_1
jersey,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/jersey
kangaroo,Animals,Animals,wild_mammals,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/kangaroo
kennel,Animals,Animals,animal_homes,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/kennel
kid,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/kid_1
kinkajou,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/kinkajou
kitten,Animals,Animals,pets,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/kitten
kitty,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/kitty
koala,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/koala
Komodo dragon,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/komodo-dragon
krait,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/krait
Labrador,Animals,Animals,dogs,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/labrador
lair,Animals,Animals,animal_homes,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lair
lamb,Animals,Animals,farm_animals,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lamb_1
lapdog,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lapdog
leash,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/leash_1
leatherback,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/leatherback
lemming,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lemming
lemur,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lemur
leopard,Animals,Animals,wild_mammals,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/leopard
lion,Animals,Animals,wild_mammals,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lion
litter,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/litter_1
lizard,Animals,Animals,amphibians_and_reptiles,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lizard
llama,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/llama
lodge,Animals,Animals,animal_homes,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lodge_1
longhair,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/longhair
longhorn,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/longhorn
lop ears,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lop-ears
lurcher,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lurcher
lynx,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/lynx
mamba,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mamba
mammal,Animals,Animals,animals_in_general,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mammal
manatee,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/manatee
mane,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mane
Manx cat,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/manx-cat
mare,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mare
marmalade cat,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/marmalade-cat
marmot,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/marmot
marsupial,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/marsupial_2
marten,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/marten
mastiff,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mastiff
mate,Animals,Animals,animal_behaviour,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mate_1
mate,Animals,Animals,animal_behaviour,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/mate_2
meerkat,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/meerkat
meow,Animals,Animals,animal_behaviour,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/meow_1
miaow,Animals,Animals,animal_behaviour,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/miaow_1
miaow,Animals,Animals,animal_behaviour,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/miaow_2
microchip,Animals,Animals,pets,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/microchip_2
mink,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mink
mob,Animals,Animals,groups_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mob_1
moggie,Animals,Animals,pets,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/moggie
mole,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mole
molt,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/molt_1
mongoose,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mongoose
mongrel,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mongrel
monitor,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/monitor_1
monkey,Animals,Animals,wild_mammals,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/monkey_1
monotreme,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/monotreme
moo,Animals,Animals,animal_behaviour,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/moo_1
moo,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/moo_2
moult,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/moult_1
mountain lion,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mountain-lion
mouse,Animals,Animals,wild_mammals,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mouse_1
mouser,Animals,Animals,working_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mouser
mule,Animals,Animals,working_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mule
musk ox,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/musk-ox
muskrat,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/muskrat
mustang,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mustang
mutt,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/mutt
muzzle,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/muzzle_1
nanny goat,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/nanny-goat
natterjack,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/natterjack
neigh,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/neigh_1
neigh,Animals,Animals,animal_behaviour,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/neigh_2
neuter,Animals,Animals,pets,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/neuter_2
newt,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/newt
nuzzle,Animals,Animals,animal_behaviour,c2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/nuzzle
ocelot,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ocelot
okapi,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/okapi
Old English sheepdog,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/old-english-sheepdog
opossum,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/opossum
orangutan,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/orangutan
order,Animals,Animals,groups_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/order_1
otter,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/otter
ox,Animals,Animals,farm_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ox
pachyderm,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pachyderm
pack,Animals,Animals,groups_of_animals,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pack_2
pack animal,Animals,Animals,working_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pack-animal
packhorse,Animals,Animals,working_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/packhorse
pack rat,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pack-rat
pad,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pad_1
palomino,Animals,Animals,farm_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/palomino
panda,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/panda
pangolin,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pangolin
panther,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/panther
pastern,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pastern
paw,Animals,Animals,parts_of_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/paw_1
peccary,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/peccary
pedigree,Animals,Animals,animals_in_general,c2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/pedigree_2
Pekinese,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pekinese
pelt,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pelt_2
pet,Animals,Animals,pets,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pet_1
pet sitter,Animals,Animals,pets,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pet-sitter
phylum,Animals,Animals,groups_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/phylum
pig,Animals,Animals,farm_animals,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pig_1
piglet,Animals,Animals,farm_animals,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/piglet_1
pine marten,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pine-marten
pit viper,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pit-viper
platypus,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/platypus
pod,Animals,Animals,groups_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pod
pointer,Animals,Animals,dogs,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pointer
poisonous,Animals,Animals,amphibians_and_reptiles,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/poisonous
polar bear,Animals,Animals,wild_mammals,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/polar-bear
polecat,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/polecat
police dog,Animals,Animals,dogs,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/police-dog
polliwog,Animals,Animals,amphibians_and_reptiles,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/polliwog
pony,Animals,Animals,pets,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pony_1
poodle,Animals,Animals,dogs,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/poodle
porcupine,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/porcupine
porpoise,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/porpoise
potto,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/potto
pouch,Animals,Animals,parts_of_animals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/pouch
prairie dog,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/prairie-dog
prairie wolf,Animals,Animals,wild_mammals,c2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/prairie-wolf
predator,Animals,Animals,animal_behaviour,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/predator
predatory,Animals,Animals,animal_behaviour,c2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/predatory
prey,Animals,Animals,animal_behaviour,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/prey_1
