,word,Total,topic,subtopic,subsubtopic,CEFR_level
12466,confectioner,334.0,Leisure,Shopping,types_of_store,c2
12467,convenience store,,Leisure,Shopping,types_of_store,b2
12468,cookware,,Leisure,Shopping,departments_in_stores,c2
12469,corner shop,,Leisure,Shopping,types_of_store,b2
12470,cosmetic,198.0,Leisure,Shopping,departments_in_stores,b2
12471,cost,31217.0,Leisure,Shopping,paying_for_shopping,a1
12472,counter,2141.0,Leisure,Shopping,shopping_in_stores,b2
12473,couponing,,Leisure,Shopping,paying_for_shopping,c2
12474,craft,4970.0,Leisure,Shopping,departments_in_stores,b2
12475,credit,13897.0,Leisure,Shopping,paying_for_shopping,a2
12476,credit card,,Leisure,Shopping,paying_for_shopping,a2
12477,credit note,,Leisure,Shopping,paying_for_shopping,c2
12478,crockery,335.0,Leisure,Shopping,departments_in_stores,c2
12479,currency,1431.0,Leisure,Shopping,paying_for_shopping,b1
12480,customer,1950.0,Leisure,Shopping,shopping_in_stores,a1
12481,cutlery,135.0,Leisure,Shopping,departments_in_stores,c1
12482,debit card,,Leisure,Shopping,paying_for_shopping,c1
12483,debt,8199.0,Leisure,Shopping,paying_for_shopping,b2
12484,deli,14.0,Leisure,Shopping,types_of_store,c1
12485,delicatessen,35.0,Leisure,Shopping,types_of_store,c1
12486,deliver,5727.0,Leisure,Shopping,online_shopping,b1
12487,delivery,2180.0,Leisure,Shopping,online_shopping,b2
12488,denomination,1126.0,Leisure,Shopping,paying_for_shopping,c2
12489,department,14225.0,Leisure,Shopping,departments_in_stores,a2
12490,department store,,Leisure,Shopping,types_of_store,b1
12491,digital wallet,,Leisure,Shopping,paying_for_shopping,c1
12492,discount,414.0,Leisure,Shopping,shopping_in_stores,b1
12493,discount,414.0,Leisure,Shopping,shopping_in_stores,b2
12494,display,8812.0,Leisure,Shopping,shopping_in_stores,b2
12495,display bin,,Leisure,Shopping,shopping_in_stores,c2
12496,dot-com,,Leisure,Shopping,online_shopping,c2
12497,download,13.0,Leisure,Shopping,online_shopping,a2
12498,downtown,99.0,Leisure,Shopping,shopping_in_stores,b2
12499,downtown,99.0,Leisure,Shopping,shopping_in_stores,b2
12500,downtown,99.0,Leisure,Shopping,shopping_in_stores,b2
12501,draper,470.0,Leisure,Shopping,types_of_store,c2
12502,dressing room,,Leisure,Shopping,shopping_in_stores,c2
12503,drugstore,52.0,Leisure,Shopping,types_of_store,b2
12504,dry-cleaner’s,,Leisure,Shopping,types_of_store,c2
12505,dummy,340.0,Leisure,Shopping,shopping_in_stores,c2
12506,dump bin,,Leisure,Shopping,shopping_in_stores,c2
12507,duty-free,,Leisure,Shopping,paying_for_shopping,c1
12508,duty-free,,Leisure,Shopping,paying_for_shopping,c1
12509,duty-free,,Leisure,Shopping,paying_for_shopping,c1
12510,e-cash,,Leisure,Shopping,online_shopping,c2
12511,electrical,1277.0,Leisure,Shopping,departments_in_stores,a2
12512,electronic payment,,Leisure,Shopping,paying_for_shopping,c1
12513,e-payment,,Leisure,Shopping,paying_for_shopping,c1
12514,escalator,4.0,Leisure,Shopping,shopping_in_stores,c1
12515,estate agent,,Leisure,Shopping,types_of_store,b2
12516,e-tailing,,Leisure,Shopping,online_shopping,c2
12517,e-wallet,,Leisure,Shopping,paying_for_shopping,c1
12518,expensive,2834.0,Leisure,Shopping,paying_for_shopping,a1
12519,fabric,3725.0,Leisure,Shopping,departments_in_stores,b2
12520,factory shop,,Leisure,Shopping,types_of_store,c1
12521,farmers’ market,,Leisure,Shopping,types_of_store,b2
12522,farm shop,,Leisure,Shopping,types_of_store,b2
12523,fishmonger,205.0,Leisure,Shopping,types_of_store,c2
12524,fitting room,,Leisure,Shopping,shopping_in_stores,c2
12525,florist,332.0,Leisure,Shopping,types_of_store,c1
12526,food hall,,Leisure,Shopping,departments_in_stores,c1
12527,fragrance,1391.0,Leisure,Shopping,departments_in_stores,c1
12528,free,62877.0,Leisure,Shopping,paying_for_shopping,a2
12529,furnishings,,Leisure,Shopping,departments_in_stores,c2
12530,furniture,5698.0,Leisure,Shopping,departments_in_stores,a2
12531,gadget,34.0,Leisure,Shopping,departments_in_stores,b1
12532,game,27028.0,Leisure,Shopping,departments_in_stores,a1
12533,garden centre,,Leisure,Shopping,types_of_store,c1
12534,gift,15066.0,Leisure,Shopping,departments_in_stores,a2
12535,gift card,,Leisure,Shopping,paying_for_shopping,c1
12536,gift certificate,,Leisure,Shopping,paying_for_shopping,c2
12537,glassware,70.0,Leisure,Shopping,departments_in_stores,c2
12538,goods,,Leisure,Shopping,online_shopping,b1
12539,greengrocer,100.0,Leisure,Shopping,types_of_store,b2
12540,grocer,936.0,Leisure,Shopping,types_of_store,c1
12541,grocery,588.0,Leisure,Shopping,departments_in_stores,b2
12542,haberdashery,22.0,Leisure,Shopping,departments_in_stores,c2
12543,haggle,62.0,Leisure,Shopping,shopping_in_stores,c2
12544,hairdresser,197.0,Leisure,Shopping,types_of_store,a2
12545,hardware,469.0,Leisure,Shopping,types_of_store,c1
12546,health food,,Leisure,Shopping,types_of_store,b2
12547,helpful,1273.0,Leisure,Shopping,shopping_in_stores,a2
12548,high street,,Leisure,Shopping,shopping_in_stores,b1
12549,hypermarket,,Leisure,Shopping,types_of_store,c2
12550,impulse buy,,Leisure,Shopping,shopping_in_stores,c2
12551,impulse buying,,Leisure,Shopping,shopping_in_stores,c2
12552,internet,603.0,Leisure,Shopping,online_shopping,a1
12553,ironmonger,142.0,Leisure,Shopping,types_of_store,c2
12554,item,3738.0,Leisure,Shopping,online_shopping,a2
12555,jeweller,559.0,Leisure,Shopping,types_of_store,b2
12556,jewellery,432.0,Leisure,Shopping,departments_in_stores,a2
12557,kiosk,68.0,Leisure,Shopping,types_of_store,c1
12558,knock-off,,Leisure,Shopping,paying_for_shopping,c2
12559,launderette,,Leisure,Shopping,types_of_store,c2
12560,linen,6227.0,Leisure,Shopping,departments_in_stores,c1
12561,liquor store,,Leisure,Shopping,types_of_store,c2
12562,list,16225.0,Leisure,Shopping,shopping_in_stores,a1
12563,loyalty card,,Leisure,Shopping,paying_for_shopping,c1
12564,luggage,1170.0,Leisure,Shopping,departments_in_stores,a2
12565,main street,,Leisure,Shopping,shopping_in_stores,b1
12566,mall,446.0,Leisure,Shopping,shopping_in_stores,b1
12567,mall rat,,Leisure,Shopping,shopping_in_stores,c2
12568,manager,5424.0,Leisure,Shopping,shopping_in_stores,a2
12569,mannequin,4.0,Leisure,Shopping,shopping_in_stores,c2
12570,market,11875.0,Leisure,Shopping,types_of_store,a1
12571,markup,27.0,Leisure,Shopping,paying_for_shopping,c2
12572,megastore,,Leisure,Shopping,types_of_store,c2
12573,MFA,,Leisure,Shopping,online_shopping,c2
12574,multi-factor authentication,,Leisure,Shopping,online_shopping,c2
12575,music,20311.0,Leisure,Shopping,departments_in_stores,a1
12576,mystery shopper,,Leisure,Shopping,shopping_in_stores,c2
12577,mystery shopping,,Leisure,Shopping,shopping_in_stores,c2
12578,newsagent,13.0,Leisure,Shopping,types_of_store,b2
12579,note,51313.0,Leisure,Shopping,paying_for_shopping,b1
12580,offer,22119.0,Leisure,Shopping,paying_for_shopping,a2
12581,off-licence,,Leisure,Shopping,types_of_store,c2
12582,off the peg,,Leisure,Shopping,shopping_in_stores,c2
12583,online,12535.0,Leisure,Shopping,online_shopping,a1
12584,on sale,,Leisure,Shopping,shopping_in_stores,c1
12585,optician,141.0,Leisure,Shopping,types_of_store,c1
12586,order,111802.0,Leisure,Shopping,online_shopping,b1
12587,order,111802.0,Leisure,Shopping,online_shopping,a2
12588,outlet,1827.0,Leisure,Shopping,types_of_store,c1
12589,over the counter,,Leisure,Shopping,shopping_in_stores,c2
12590,package store,,Leisure,Shopping,types_of_store,c2
12591,packaging,28.0,Leisure,Shopping,online_shopping,b1
12592,p. and h.,,Leisure,Shopping,online_shopping,c2
12593,p. and p.,,Leisure,Shopping,online_shopping,c2
12594,panic buying,,Leisure,Shopping,shopping_in_stores,c1
12595,paper shop,,Leisure,Shopping,types_of_store,c2
12596,pay,32070.0,Leisure,Shopping,paying_for_shopping,a1
12597,payment,13244.0,Leisure,Shopping,paying_for_shopping,b1
12598,pedestrian precinct,,Leisure,Shopping,shopping_in_stores,c2
12599,perfume,2974.0,Leisure,Shopping,departments_in_stores,b2
12600,pharmacist,79.0,Leisure,Shopping,types_of_store,c1
12601,pharmacy,220.0,Leisure,Shopping,types_of_store,b2
12602,plaza,530.0,Leisure,Shopping,shopping_in_stores,c2
12603,portal,1460.0,Leisure,Shopping,online_shopping,c2
12604,postage,594.0,Leisure,Shopping,online_shopping,c1
12605,precinct,1047.0,Leisure,Shopping,shopping_in_stores,c2
12606,pre-order,,Leisure,Shopping,online_shopping,c1
12607,pre-order,,Leisure,Shopping,online_shopping,c1
12608,price,20736.0,Leisure,Shopping,paying_for_shopping,a1
12609,price tag,,Leisure,Shopping,shopping_in_stores,c1
12610,product,10097.0,Leisure,Shopping,shopping_in_stores,a1
12611,profit margin,,Leisure,Shopping,paying_for_shopping,b2
12612,promotion,4330.0,Leisure,Shopping,shopping_in_stores,c1
12613,pull date,,Leisure,Shopping,shopping_in_stores,c1
12614,purchase,6933.0,Leisure,Shopping,paying_for_shopping,b2
12615,purchase,6933.0,Leisure,Shopping,paying_for_shopping,b2
12616,queue,207.0,Leisure,Shopping,shopping_in_stores,b1
12617,queue,207.0,Leisure,Shopping,shopping_in_stores,b1
12618,rack,1823.0,Leisure,Shopping,shopping_in_stores,c1
12619,range,19865.0,Leisure,Shopping,shopping_in_stores,b2
12620,rate,15868.0,Leisure,Shopping,paying_for_shopping,b1
12621,receipt,8614.0,Leisure,Shopping,paying_for_shopping,b1
12622,reduce,3506.0,Leisure,Shopping,paying_for_shopping,a2
12623,reduction,2584.0,Leisure,Shopping,paying_for_shopping,b2
12624,refund,25008.0,Leisure,Shopping,paying_for_shopping,b2
12625,register,2752.0,Leisure,Shopping,shopping_in_stores,c1
12626,retail,643.0,Leisure,Shopping,paying_for_shopping,b2
12627,retail,643.0,Leisure,Shopping,paying_for_shopping,c1
12628,retail,643.0,Leisure,Shopping,paying_for_shopping,c1
12629,retail therapy,,Leisure,Shopping,shopping_in_stores,c2
12630,return,65130.0,Leisure,Shopping,shopping_in_stores,b1
12631,safe,15399.0,Leisure,Shopping,paying_for_shopping,c1
12632,sale,9593.0,Leisure,Shopping,shopping_in_stores,a2
12633,sales clerk,,Leisure,Shopping,shopping_in_stores,c1
12634,salesman,237.0,Leisure,Shopping,shopping_in_stores,b2
12635,sales slip,,Leisure,Shopping,paying_for_shopping,b1
12636,saleswoman,26.0,Leisure,Shopping,shopping_in_stores,b2
12637,salon,1168.0,Leisure,Shopping,types_of_store,b2
12638,sample,3126.0,Leisure,Shopping,shopping_in_stores,b2
12639,sari-sari store,,Leisure,Shopping,types_of_store,c2
12640,saving,4636.0,Leisure,Shopping,shopping_in_stores,b2
12641,self-checkout,,Leisure,Shopping,shopping_in_stores,c1
12642,self-service,,Leisure,Shopping,shopping_in_stores,b2
12643,sell,9637.0,Leisure,Shopping,shopping_in_stores,a1
12644,sell-by date,,Leisure,Shopping,shopping_in_stores,c1
12645,seller,988.0,Leisure,Shopping,online_shopping,b1
12646,sell out,,Leisure,Shopping,shopping_in_stores,b2
12647,serve,20275.0,Leisure,Shopping,shopping_in_stores,a2
12648,service,50651.0,Leisure,Shopping,shopping_in_stores,b1
12649,shelf,3598.0,Leisure,Shopping,shopping_in_stores,b1
12650,shipping,2114.0,Leisure,Shopping,online_shopping,c1
12651,shoe,9257.0,Leisure,Shopping,departments_in_stores,a1
12652,shop,8851.0,Leisure,Shopping,types_of_store,a1
12653,shop,8851.0,Leisure,Shopping,shopping_in_stores,a1
12654,shopaholic,,Leisure,Shopping,shopping_in_stores,c1
12655,shop assistant,,Leisure,Shopping,shopping_in_stores,a2
12656,shoplift,6.0,Leisure,Shopping,shopping_in_stores,b2
12657,shoplifter,16.0,Leisure,Shopping,shopping_in_stores,b2
12658,shoplifting,24.0,Leisure,Shopping,shopping_in_stores,b2
12659,shopper,22.0,Leisure,Shopping,shopping_in_stores,b1
12660,shopping,322.0,Leisure,Shopping,shopping_in_stores,a1
12661,shopping bag,,Leisure,Shopping,shopping_in_stores,a2
12662,shopping centre,,Leisure,Shopping,types_of_store,a2
12663,shopping mall,,Leisure,Shopping,shopping_in_stores,b1
12664,shop window,,Leisure,Shopping,shopping_in_stores,a1
12665,short-change,,Leisure,Shopping,paying_for_shopping,c2
12666,showroom,24.0,Leisure,Shopping,types_of_store,c2
12667,showrooming,,Leisure,Shopping,online_shopping,c2
12668,skincare,,Leisure,Shopping,departments_in_stores,c2
12669,special,29181.0,Leisure,Shopping,paying_for_shopping,c2
12670,special offer,,Leisure,Shopping,shopping_in_stores,b2
12671,spend,6669.0,Leisure,Shopping,paying_for_shopping,a1
12672,spendthrift,235.0,Leisure,Shopping,shopping_in_stores,c2
12673,spendthrift,235.0,Leisure,Shopping,shopping_in_stores,c2
12674,splurge,20.0,Leisure,Shopping,shopping_in_stores,c2
12675,splurge,20.0,Leisure,Shopping,shopping_in_stores,c2
12676,spree,226.0,Leisure,Shopping,shopping_in_stores,c2
12677,stall,1934.0,Leisure,Shopping,types_of_store,b2
12678,stand,47465.0,Leisure,Shopping,types_of_store,b2
12679,stationer,302.0,Leisure,Shopping,types_of_store,c1
12680,stationery,184.0,Leisure,Shopping,departments_in_stores,c1
12681,stock,18745.0,Leisure,Shopping,shopping_in_stores,b2
12682,stock,18745.0,Leisure,Shopping,shopping_in_stores,b2
12683,stockist,,Leisure,Shopping,types_of_store,c2
12684,stocktaking,11.0,Leisure,Shopping,shopping_in_stores,c2
12685,stock up,,Leisure,Shopping,shopping_in_stores,c2
12686,store,13045.0,Leisure,Shopping,types_of_store,a2
12687,store card,,Leisure,Shopping,paying_for_shopping,c1
12688,store window,,Leisure,Shopping,shopping_in_stores,a2
12689,supermarket,23.0,Leisure,Shopping,types_of_store,a1
12690,superstore,,Leisure,Shopping,types_of_store,c1
12691,takings,,Leisure,Shopping,paying_for_shopping,c2
12692,tax,29170.0,Leisure,Shopping,paying_for_shopping,b1
12693,technology,284.0,Leisure,Shopping,departments_in_stores,a2
12694,tester,113.0,Leisure,Shopping,shopping_in_stores,c2
12695,thrift shop,,Leisure,Shopping,types_of_store,c2
12696,till,66201.0,Leisure,Shopping,shopping_in_stores,c1
12697,tobacconist,98.0,Leisure,Shopping,types_of_store,c2
12698,toiletries,,Leisure,Shopping,departments_in_stores,c2
12699,token,3353.0,Leisure,Shopping,paying_for_shopping,c2
12700,total,13450.0,Leisure,Shopping,paying_for_shopping,b1
12701,town centre,,Leisure,Shopping,shopping_in_stores,a1
12702,toy,2361.0,Leisure,Shopping,departments_in_stores,a2
12703,trade,23170.0,Leisure,Shopping,shopping_in_stores,b1
12704,transaction,4036.0,Leisure,Shopping,paying_for_shopping,c1
12705,travel agency,,Leisure,Shopping,types_of_store,b2
12706,traveller’s cheque,,Leisure,Shopping,paying_for_shopping,c1
12707,trolley,240.0,Leisure,Shopping,shopping_in_stores,b2
12708,try on,,Leisure,Shopping,shopping_in_stores,b2
12709,unhelpful,6.0,Leisure,Shopping,shopping_in_stores,b1
12710,use-by date,,Leisure,Shopping,shopping_in_stores,c1
12711,value,29372.0,Leisure,Shopping,paying_for_shopping,b1
12712,voucher,191.0,Leisure,Shopping,paying_for_shopping,c1
12713,wet market,,Leisure,Shopping,types_of_store,c2
12714,white goods,,Leisure,Shopping,departments_in_stores,c2
12715,wholesale,1461.0,Leisure,Shopping,paying_for_shopping,c2
12716,window,32614.0,Leisure,Shopping,shopping_in_stores,a1
12717,window shopping,,Leisure,Shopping,shopping_in_stores,c1
12718,accelerate,270.0,Notions,"Change, cause and effect",change,c1
12719,acceleration,360.0,Notions,"Change, cause and effect",change,c2
12720,account for,,Notions,"Change, cause and effect",cause_and_effect,b2
12721,accrual,,Notions,"Change, cause and effect",change,c2
12722,accrue,341.0,Notions,"Change, cause and effect",change,c2
12723,accumulate,728.0,Notions,"Change, cause and effect",change,c1
12724,accumulation,2224.0,Notions,"Change, cause and effect",change,c1
12725,accumulative,73.0,Notions,"Change, cause and effect",change,c2
12726,add up to,,Notions,"Change, cause and effect",cause_and_effect,c2
12727,advance,19429.0,Notions,"Change, cause and effect",change,c2
12728,advance,19429.0,Notions,"Change, cause and effect",change,c2
12729,after-effect,,Notions,"Change, cause and effect",cause_and_effect,c2
12730,aftermath,149.0,Notions,"Change, cause and effect",cause_and_effect,c1
12731,ameliorate,149.0,Notions,"Change, cause and effect",change,c2
12732,amelioration,287.0,Notions,"Change, cause and effect",change,c2
12733,appreciate,2924.0,Notions,"Change, cause and effect",change,c1
12734,appreciation,2423.0,Notions,"Change, cause and effect",change,c1
12735,arise,10445.0,Notions,"Change, cause and effect",cause_and_effect,b2
12736,at the hands of somebody,,Notions,"Change, cause and effect",cause_and_effect,c1
12737,attributable,463.0,Notions,"Change, cause and effect",cause_and_effect,c2
12738,augment,621.0,Notions,"Change, cause and effect",change,c2
12739,augmentation,489.0,Notions,"Change, cause and effect",change,c2
12740,backwash,42.0,Notions,"Change, cause and effect",cause_and_effect,c2
12741,because,,Notions,"Change, cause and effect",cause_and_effect,a1
12742,because of,,Notions,"Change, cause and effect",cause_and_effect,a1
12743,be guaranteed to do something,,Notions,"Change, cause and effect",cause_and_effect,c1
12744,be/lie at the bottom of something,,Notions,"Change, cause and effect",cause_and_effect,c2
12745,boost,73.0,Notions,"Change, cause and effect",change,b2
12746,boost,73.0,Notions,"Change, cause and effect",change,b2
12747,booster,29.0,Notions,"Change, cause and effect",change,c2
12748,bring,41903.0,Notions,"Change, cause and effect",cause_and_effect,a2
12749,bring about,,Notions,"Change, cause and effect",cause_and_effect,c1
12750,build-up,,Notions,"Change, cause and effect",change,c2
12751,build up,,Notions,"Change, cause and effect",change,b2
12752,butterfly effect,,Notions,"Change, cause and effect",cause_and_effect,c2
12753,by means of something,,Notions,"Change, cause and effect",cause_and_effect,c1
12754,by-product,,Notions,"Change, cause and effect",cause_and_effect,c2
12755,causal,784.0,Notions,"Change, cause and effect",cause_and_effect,c1
12756,causality,350.0,Notions,"Change, cause and effect",cause_and_effect,c2
12757,causally,45.0,Notions,"Change, cause and effect",cause_and_effect,c2
12758,causation,593.0,Notions,"Change, cause and effect",cause_and_effect,c2
12759,causative,146.0,Notions,"Change, cause and effect",cause_and_effect,c1
12760,cause,82988.0,Notions,"Change, cause and effect",cause_and_effect,a2
12761,cause,82988.0,Notions,"Change, cause and effect",cause_and_effect,a2
12762,change,53916.0,Notions,"Change, cause and effect",change,a1
12763,change,53916.0,Notions,"Change, cause and effect",change,a1
12764,climb,4621.0,Notions,"Change, cause and effect",change,b2
12765,climb,4621.0,Notions,"Change, cause and effect",change,c1
12766,collapse,1191.0,Notions,"Change, cause and effect",change,b2
12767,collapse,1191.0,Notions,"Change, cause and effect",change,b2
12768,come into effect,,Notions,"Change, cause and effect",cause_and_effect,c2
12769,consequence,23191.0,Notions,"Change, cause and effect",cause_and_effect,b1
12770,consequent,2615.0,Notions,"Change, cause and effect",cause_and_effect,c1
12771,consequential,2618.0,Notions,"Change, cause and effect",cause_and_effect,c2
12772,consequentially,12.0,Notions,"Change, cause and effect",cause_and_effect,c2
12773,consequently,12960.0,Notions,"Change, cause and effect",cause_and_effect,b2
12774,contribute,2643.0,Notions,"Change, cause and effect",cause_and_effect,b2
12775,contribution,8803.0,Notions,"Change, cause and effect",cause_and_effect,b2
12776,contributor,619.0,Notions,"Change, cause and effect",cause_and_effect,c1
12777,contributory,106.0,Notions,"Change, cause and effect",cause_and_effect,c2
12778,corollary,317.0,Notions,"Change, cause and effect",cause_and_effect,c2
12779,cos,62.0,Notions,"Change, cause and effect",cause_and_effect,c2
12780,coz,96.0,Notions,"Change, cause and effect",cause_and_effect,c2
12781,creep,2193.0,Notions,"Change, cause and effect",change,c2
12782,creep up,,Notions,"Change, cause and effect",change,c2
12783,cumulative,280.0,Notions,"Change, cause and effect",change,c2
12784,cumulatively,7.0,Notions,"Change, cause and effect",change,c2
12785,decline,3811.0,Notions,"Change, cause and effect",change,b2
12786,decline,3811.0,Notions,"Change, cause and effect",change,b2
12787,decrease,2317.0,Notions,"Change, cause and effect",change,b2
12788,decrease,2317.0,Notions,"Change, cause and effect",change,b2
12789,deteriorate,215.0,Notions,"Change, cause and effect",change,c1
12790,deterioration,668.0,Notions,"Change, cause and effect",change,c1
12791,develop,4559.0,Notions,"Change, cause and effect",change,b1
12792,development,19810.0,Notions,"Change, cause and effect",change,b1
12793,dip,2390.0,Notions,"Change, cause and effect",change,c2
12794,domino effect,,Notions,"Change, cause and effect",cause_and_effect,c2
12795,downswing,3.0,Notions,"Change, cause and effect",change,c2
12796,downturn,,Notions,"Change, cause and effect",change,c1
12797,downward,4320.0,Notions,"Change, cause and effect",change,c1
12798,downwardly,17.0,Notions,"Change, cause and effect",change,c2
12799,downwards,3152.0,Notions,"Change, cause and effect",change,b2
12800,drop,16927.0,Notions,"Change, cause and effect",change,b1
12801,drop away,,Notions,"Change, cause and effect",change,c2
12802,drop off,,Notions,"Change, cause and effect",change,c2
12803,due,32591.0,Notions,"Change, cause and effect",cause_and_effect,b1
12804,edge,22689.0,Notions,"Change, cause and effect",change,c2
12805,effect,59768.0,Notions,"Change, cause and effect",cause_and_effect,a2
12806,effect,59768.0,Notions,"Change, cause and effect",cause_and_effect,c2
12807,effective,6138.0,Notions,"Change, cause and effect",cause_and_effect,b1
12808,effectively,1206.0,Notions,"Change, cause and effect",cause_and_effect,b1
12809,effectiveness,535.0,Notions,"Change, cause and effect",cause_and_effect,c1
12810,effectual,1761.0,Notions,"Change, cause and effect",cause_and_effect,c2
12811,effectually,2589.0,Notions,"Change, cause and effect",cause_and_effect,c2
12812,effectuate,57.0,Notions,"Change, cause and effect",cause_and_effect,c2
12813,elevate,653.0,Notions,"Change, cause and effect",change,c2
12814,elevation,6108.0,Notions,"Change, cause and effect",change,c2
12815,end result,,Notions,"Change, cause and effect",cause_and_effect,c1
12816,ensue,969.0,Notions,"Change, cause and effect",cause_and_effect,c1
12817,ensuing,1382.0,Notions,"Change, cause and effect",cause_and_effect,c2
12818,eventuate,18.0,Notions,"Change, cause and effect",cause_and_effect,c2
12819,expand,1098.0,Notions,"Change, cause and effect",change,b1
12820,expansion,2853.0,Notions,"Change, cause and effect",change,b2
12821,factor,6210.0,Notions,"Change, cause and effect",cause_and_effect,a2
12822,fall,49343.0,Notions,"Change, cause and effect",change,a2
12823,fall,49343.0,Notions,"Change, cause and effect",change,a2
12824,fall back,,Notions,"Change, cause and effect",change,c2
12825,falling-off,,Notions,"Change, cause and effect",change,c2
12826,fall-off,,Notions,"Change, cause and effect",change,c2
12827,fall off,,Notions,"Change, cause and effect",change,c2
12828,flow from,,Notions,"Change, cause and effect",cause_and_effect,c2
12829,follow,31442.0,Notions,"Change, cause and effect",cause_and_effect,a2
12830,following,68583.0,Notions,"Change, cause and effect",cause_and_effect,b2
12831,gain,13114.0,Notions,"Change, cause and effect",change,b2
12832,gain,13114.0,Notions,"Change, cause and effect",change,b2
12833,grow,17164.0,Notions,"Change, cause and effect",change,a1
12834,growing,17122.0,Notions,"Change, cause and effect",change,b1
12835,growth,17263.0,Notions,"Change, cause and effect",change,b1
12836,guarantee,2470.0,Notions,"Change, cause and effect",cause_and_effect,b2
12837,happen,11213.0,Notions,"Change, cause and effect",cause_and_effect,a1
12838,hence,25940.0,Notions,"Change, cause and effect",cause_and_effect,b2
12839,hereby,1407.0,Notions,"Change, cause and effect",cause_and_effect,c2
12840,herein,1569.0,Notions,"Change, cause and effect",cause_and_effect,c2
12841,hereupon,659.0,Notions,"Change, cause and effect",cause_and_effect,c2
12842,implication,793.0,Notions,"Change, cause and effect",cause_and_effect,b2
12843,imply,2112.0,Notions,"Change, cause and effect",cause_and_effect,c2
12844,improve,3347.0,Notions,"Change, cause and effect",change,a1
12845,improvement,8485.0,Notions,"Change, cause and effect",change,b1
12846,in consequence (of something),,Notions,"Change, cause and effect",cause_and_effect,c1
12847,increase,19702.0,Notions,"Change, cause and effect",change,a2
12848,increase,19702.0,Notions,"Change, cause and effect",change,a2
12849,increased,18242.0,Notions,"Change, cause and effect",change,b1
12850,increasingly,743.0,Notions,"Change, cause and effect",change,b2
12851,increment,296.0,Notions,"Change, cause and effect",change,c2
12852,incremental,4.0,Notions,"Change, cause and effect",change,c2
12853,incrementally,7.0,Notions,"Change, cause and effect",change,c2
12854,indirect,4360.0,Notions,"Change, cause and effect",cause_and_effect,b1
12855,indirectly,4245.0,Notions,"Change, cause and effect",cause_and_effect,b1
12856,induce,4141.0,Notions,"Change, cause and effect",cause_and_effect,c1
12857,ineffective,331.0,Notions,"Change, cause and effect",cause_and_effect,c1
12858,ineffectively,16.0,Notions,"Change, cause and effect",cause_and_effect,c2
12859,ineffectiveness,33.0,Notions,"Change, cause and effect",cause_and_effect,c2
12860,ineffectual,881.0,Notions,"Change, cause and effect",cause_and_effect,c2
12861,ineffectually,117.0,Notions,"Change, cause and effect",cause_and_effect,c2
12862,instigate,93.0,Notions,"Change, cause and effect",cause_and_effect,c2
12863,instigation,596.0,Notions,"Change, cause and effect",cause_and_effect,c2
12864,instigator,253.0,Notions,"Change, cause and effect",cause_and_effect,c2
12865,jump,3825.0,Notions,"Change, cause and effect",change,b2
12866,jump,3825.0,Notions,"Change, cause and effect",change,b2
12867,lead,28867.0,Notions,"Change, cause and effect",cause_and_effect,a2
12868,leap,4344.0,Notions,"Change, cause and effect",change,c1
12869,leap,4344.0,Notions,"Change, cause and effect",change,c1
12870,life-changing,,Notions,"Change, cause and effect",change,b2
12871,lower,34299.0,Notions,"Change, cause and effect",change,b2
12872,mean,114090.0,Notions,"Change, cause and effect",cause_and_effect,b1
12873,means,9.0,Notions,"Change, cause and effect",cause_and_effect,b2
12874,mount,10878.0,Notions,"Change, cause and effect",change,b2
12875,mounting,2597.0,Notions,"Change, cause and effect",change,c2
12876,multiply,1766.0,Notions,"Change, cause and effect",change,b2
12877,network effect,,Notions,"Change, cause and effect",cause_and_effect,c2
12878,nosedive,1.0,Notions,"Change, cause and effect",change,c2
12879,nosedive,1.0,Notions,"Change, cause and effect",change,c2
12880,occasion,33947.0,Notions,"Change, cause and effect",cause_and_effect,c2
12881,occasion,33947.0,Notions,"Change, cause and effect",cause_and_effect,c2
12882,on account of somebody/something,,Notions,"Change, cause and effect",cause_and_effect,c1
12883,outcome,1703.0,Notions,"Change, cause and effect",cause_and_effect,b2
12884,plunge,2459.0,Notions,"Change, cause and effect",change,c1
12885,plunge,2459.0,Notions,"Change, cause and effect",change,c1
12886,proceed from,,Notions,"Change, cause and effect",cause_and_effect,c2
12887,produce,29732.0,Notions,"Change, cause and effect",cause_and_effect,b1
12888,product,10097.0,Notions,"Change, cause and effect",cause_and_effect,b2
12889,proliferate,9.0,Notions,"Change, cause and effect",change,c2
12890,proliferation,72.0,Notions,"Change, cause and effect",change,c2
12891,provoke,1220.0,Notions,"Change, cause and effect",cause_and_effect,c1
12892,raise,12637.0,Notions,"Change, cause and effect",change,b1
12893,rally,955.0,Notions,"Change, cause and effect",change,c1
12894,react,363.0,Notions,"Change, cause and effect",cause_and_effect,a2
12895,reaction,4621.0,Notions,"Change, cause and effect",cause_and_effect,b1
12896,reactive,46.0,Notions,"Change, cause and effect",cause_and_effect,c2
12897,reason,73090.0,Notions,"Change, cause and effect",cause_and_effect,a1
12898,recover,4630.0,Notions,"Change, cause and effect",change,b2
12899,recovery,3676.0,Notions,"Change, cause and effect",change,c1
12900,reduce,3506.0,Notions,"Change, cause and effect",change,a2
12901,reduction,2584.0,Notions,"Change, cause and effect",change,b2
